Model,Column,Variable,Hyperparameter
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-1,0.4047350366913036
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-10,3.467747118377353
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-11,2.736678940836588
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-12,1.5979671962897124
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-13,2.0212960914819535
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-14,1.3449701574802329
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-2,3.9999828330167952
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-3,4.839608913748238
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-4,1.45715188681547
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-5,2.23822707933295
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-6,2.6539678405083937
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-7,4.08740117880945
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-8,3.927128393846586
SKTree,New Quantity_NIKEPH_LFREG05,ConsigneeKey_NIKEPH_LFREG05_-9,1.058307612382716
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-1,0.9008321570595861
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-10,3.620617437449938
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-11,2.0023468270089895
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-12,1.7845220136010183
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-13,4.658850028809004
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-14,0.8841966414733213
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-2,2.0487957117415148
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-3,1.4206081826785
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-4,3.2137609521974833
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-5,2.3190636278204506
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-6,0.06411551297504658
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-7,4.3212207769171345
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-8,4.955036182644708
SKTree,New Quantity_NIKEPH_LFREG05,New Quantity_NIKEPH_LFREG05_-9,0.28983007217943646
SKTree,New Quantity_NIKEPH_LFREG05,learning_rate,0.33557034923012674
SKTree,New Quantity_NIKEPH_LFREG05,max_depth,3.0
SKTree,New Quantity_NIKEPH_LFREG05,n_estimators,0.0
SKTree,New Quantity_NIKEPH_LFREG05,subsample,0.7042290978571027
