LOCATION_GID,LOCATION_XID,LOCATION_NAME,CITY,PROVINCE,PROVINCE_CODE,POSTAL_CODE,COUNTRY_CODE3_GID,ZONE1,ZONE2,ZONE3,TIME_ZONE_GID,LAT,LON
LFL/TMS/PHL.MIRS89,MIRS89,MARKETING DEPARTMENT MIRS89,LAOAG,ILOCOS NORTE,PH-ILN,2900,PHL,LFREG01,PH-ILN,LAOAG,Asia/Manila,18.18,120.592
LFL/TMS/PHL.MIRS87,MIRS87,MARKETING DEPARTMENT MIRS87,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.282,120.868
LFL/TMS/PHL.MIRS91,MIRS91,MARKETING DEPARTMENT MIRS91,SANTA MARIA,ILOCOS SUR,PH-ILS,2705,PHL,LFREG01,PH-ILS,SANTA MARIA,Asia/Manila,17.373,120.482
LFL/TMS/PHL.MIRS90,MIRS90,MARKETING DEPARTMENT MIRS90,SAN NICOLAS,ILOCOS NORTE,PH-ILN,2901,PHL,LFREG01,PH-ILN,SAN NICOLAS,Asia/Manila,18.174,120.594
LFL/TMS/PHL.MIRS92,MIRS92,MARKETING DEPARTMENT MIRS92,VIGAN,ILOCOS SUR,PH-ILS,2700,PHL,LFREG01,PH-ILS,VIGAN,Asia/Manila,17.567,120.385
LFL/TMS/PHL.1000089116,1000089116,MASS PHILIPPINES,MANILA,NCR,PH-00,1000,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.60905,121.02225
LFL/TMS/PHL.100006827,100006827,WALTCOR,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.61352,121.0352
LFL/TMS/PHL.MIRSO63,MIRSO63,MARKETING DEPARTMENT MIRSO63,IRIGA,CAMARINES SUR,PH-CAS,4431,PHL,LFREG05,PH-CAS,IRIGA,Asia/Manila,13.42,123.41
LFL/TMS/PHL.MIRSO64,MIRSO64,MARKETING DEPARTMENT MIRSO64,LAGONOY,CAMARINES SUR,PH-CAS,4425,PHL,LFREG05,PH-CAS,LAGONOY,Asia/Manila,13.735,123.521
LFL/TMS/PHL.MIRSO65,MIRSO65,MARKETING DEPARTMENT MIRSO65,LIBMANAN,CAMARINES SUR,PH-CAS,4407,PHL,LFREG05,PH-CAS,LIBMANAN,Asia/Manila,13.694,123.062
LFL/TMS/PHL.MIRSO66,MIRSO66,MARKETING DEPARTMENT MIRSO66,NABUA,CAMARINES SUR,PH-CAS,4434,PHL,LFREG05,PH-CAS,NABUA,Asia/Manila,13.406,123.373
LFL/TMS/PHL.MIRSO67,MIRSO67,MARKETING DEPARTMENT MIRSO67,NAGA CITY,CAMARINES SUR,PH-CAS,4400,PHL,LFREG05,PH-CAS,NAGA CITY,Asia/Manila,13.625,123.186
LFL/TMS/PHL.MIRSO68,MIRSO68,MARKETING DEPARTMENT MIRSO68,PILI,CAMARINES SUR,PH-CAN,4416,PHL,LFREG05,PH-CAS,PILI,Asia/Manila,13.553,123.275
LFL/TMS/PHL.MIRSO69,MIRSO69,MARKETING DEPARTMENT MIRSO69,TINAMBAC,CAMARINES SUR,PH-CAS,9202,PHL,LFREG05,PH-CAS,TINAMBAC,Asia/Manila,13.816,123.324
LFL/TMS/PHL.MIRSO71,MIRSO71,MARKETING DEPARTMENT MIRSO71,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.46,120.959
LFL/TMS/PHL.MIRSO70,MIRSO70,MARKETING DEPARTMENT MIRSO70,AMADEO,CAVITE,PH-CAV,4119,PHL,LFREG4A,PH-CAV,AMADEO,Asia/Manila,14.172,120.924
LFL/TMS/PHL.MIRSO72,MIRSO72,MARKETING DEPARTMENT MIRSO72,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.426,120.975
LFL/TMS/PHL.MIRSO73,MIRSO73,MARKETING DEPARTMENT MIRSO73,CARMONA,CAVITE,PH-CAV,4116,PHL,LFREG4A,PH-CAV,CARMONA,Asia/Manila,14.314,121.05
LFL/TMS/PHL.100117098,100117098,AGRIFY PHILIPPINES,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.70865,121.08114
LFL/TMS/PHL.100123947,100123947,LITO,MAKATI,NCR,PH-00,1200,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.55888,121.00796
LFL/TMS/PHL.MIRSO230,MIRSO230,MARKETING DEPARTMENT MIRSO230,ODIONGAN,ROMBLON,PH-ROM,5505,PHL,LFREG4B,PH-ROM,ODIONGAN,Asia/Manila,12.404,121.993
LFL/TMS/PHL.MIRSO231,MIRSO231,MARKETING DEPARTMENT MIRSO231,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO CITY,Asia/Manila,14.343,121.039
LFL/TMS/PHL.MIRSO232,MIRSO232,MARKETING DEPARTMENT MIRSO232,IROSIN,SORSOGON,PH-SOR,4707,PHL,LFREG05,PH-SOR,IROSIN,Asia/Manila,12.705,124.034
LFL/TMS/PHL.MIRSO233,MIRSO233,MARKETING DEPARTMENT MIRSO233,SORSOGON CITY,SORSOGON,PH-SOR,4700,PHL,LFREG05,PH-SOR,SORSOGON CITY,Asia/Manila,12.906,123.595
LFL/TMS/PHL.MIRSO234,MIRSO234,MARKETING DEPARTMENT MIRSO234,CAMILING,TARLAC,PH-TAR,2306,PHL,LFREG03,PH-TAR,CAMILING,Asia/Manila,15.686,120.412
LFL/TMS/PHL.MIRSO235,MIRSO235,MARKETING DEPARTMENT MIRSO235,CAPAS,TARLAC,PH-TAR,2315,PHL,LFREG03,PH-TAR,CAPAS,Asia/Manila,15.341,120.594
LFL/TMS/PHL.MIRSO236,MIRSO236,MARKETING DEPARTMENT MIRSO236,CONCEPCION,TARLAC,PH-TAR,2316,PHL,LFREG03,PH-TAR,CONCEPCION,Asia/Manila,15.323,120.655
LFL/TMS/PHL.MIRSO237,MIRSO237,MARKETING DEPARTMENT MIRSO237,GERONA,TARLAC,PH-TAR,2302,PHL,LFREG03,PH-TAR,GERONA,Asia/Manila,15.608,120.6
LFL/TMS/PHL.1000051549,1000051549,MADTRACKS AUTO CENTER,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.64072,121.00511
LFL/TMS/PHL.1000137929,1000137929,DROP SHOP PH,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.67871,121.02042
LFL/TMS/PHL.1000062470,1000062470,SONNY'S ONLINE SHOP,SAN MATEO,RIZAL,PH-00,1850,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.69459,121.13102
LFL/TMS/PHL.1000298854,1000298854,JJJ MEDICAL SUPPLY,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.6269,121.00476
LFL/TMS/PHL.MIRS93,MIRS93,MARKETING DEPARTMENT MIRS93,CANDON,ILOCOS SUR,PH-ILS,2710,PHL,LFREG01,PH-ILS,CANDON,Asia/Manila,17.184,120.445
LFL/TMS/PHL.MIRS94,MIRS94,MARKETING DEPARTMENT MIRS94,VIGAN,ILOCOS SUR,PH-ILS,2700,PHL,LFREG01,PH-ILS,VIGAN,Asia/Manila,17.573,120.386
LFL/TMS/PHL.MIRS95,MIRS95,MARKETING DEPARTMENT MIRS95,ALICIA,ISABELA,PH-ISA,3306,PHL,LFREG02,PH-ISA,ALICIA,Asia/Manila,16.776,121.7
LFL/TMS/PHL.MIRS96,MIRS96,MARKETING DEPARTMENT MIRS96,AURORA,ISABELA,PH-ISA,3316,PHL,LFREG02,PH-ISA,AURORA,Asia/Manila,16.993,121.636
LFL/TMS/PHL.MIRS97,MIRS97,MARKETING DEPARTMENT MIRS97,CABAGAN,ISABELA,PH-ISA,3328,PHL,LFREG02,PH-ISA,CABAGAN,Asia/Manila,17.427,121.774
LFL/TMS/PHL.MIRS98,MIRS98,MARKETING DEPARTMENT MIRS98,CAUAYAN CITY,ISABELA,PH-ISA,3305,PHL,LFREG02,PH-ISA,CAUAYAN CITY,Asia/Manila,16.919,121.762
LFL/TMS/PHL.500157807519,5.00158E+11,CITI G,VALENZUELA,NCR,PH-00,1441,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.69196,120.97493
LFL/TMS/PHL.100106927,100106927,JOLLY MUSIC,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.61875,121.05808
LFL/TMS/PHL.100113730,100113730,ROMAX,MANILA,NCR,PH-00,1000,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.59976,120.96838
LFL/TMS/PHL.100026435,100026435,JAR EDGE TECHNOLOGIES,MARIKINA,NCR,PH-00,1800,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.63946,121.12202
LFL/TMS/PHL.MIRSO74,MIRSO74,MARKETING DEPARTMENT MIRSO74,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.351,120.981
LFL/TMS/PHL.MIRSO75,MIRSO75,MARKETING DEPARTMENT MIRSO75,GENERAL MARIANO ALVAREZ,CAVITE,PH-CAV,4117,PHL,LFREG4A,PH-CAV,GENERAL MARIANO ALVAREZ,Asia/Manila,14.403,120.994
LFL/TMS/PHL.MIRSO76,MIRSO76,MARKETING DEPARTMENT MIRSO76,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.407,120.878
LFL/TMS/PHL.MIRSO77,MIRSO77,MARKETING DEPARTMENT MIRSO77,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.409,120.856
LFL/TMS/PHL.MIRSO78,MIRSO78,MARKETING DEPARTMENT MIRSO78,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.425,120.943
LFL/TMS/PHL.MIRSO79,MIRSO79,MARKETING DEPARTMENT MIRSO79,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.413,120.942
LFL/TMS/PHL.MIRSO81,MIRSO81,MARKETING DEPARTMENT MIRSO81,NAIC,CAVITE,PH-CAV,4110,PHL,LFREG4A,PH-CAV,NAIC,Asia/Manila,14.327,120.775
LFL/TMS/PHL.MIRSO80,MIRSO80,MARKETING DEPARTMENT MIRSO80,KAWIT,CAVITE,PH-CAV,4104,PHL,LFREG4A,PH-CAV,KAWIT,Asia/Manila,14.442,120.902
LFL/TMS/PHL.MIRSO82,MIRSO82,MARKETING DEPARTMENT MIRSO82,NOVELETA,CAVITE,PH-CAV,4105,PHL,LFREG4A,PH-CAV,NOVELETA,Asia/Manila,14.43,120.883
LFL/TMS/PHL.MIRSO84,MIRSO84,MARKETING DEPARTMENT MIRSO84,SILANG,CAVITE,PH-CAV,4118,PHL,LFREG4A,PH-CAV,SILANG,Asia/Manila,14.547,121.035
LFL/TMS/PHL.MIRSO83,MIRSO83,MARKETING DEPARTMENT MIRSO83,ROSARIO,CAVITE,PH-CAV,4106,PHL,LFREG4A,PH-CAV,ROSARIO,Asia/Manila,14.416,120.856
LFL/TMS/PHL.MIRSO85,MIRSO85,MARKETING DEPARTMENT MIRSO85,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.207,121.023
LFL/TMS/PHL.MIRSO86,MIRSO86,MARKETING DEPARTMENT MIRSO86,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.102,120.946
LFL/TMS/PHL.MIRSO87,MIRSO87,MARKETING DEPARTMENT MIRSO87,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.282,120.868
LFL/TMS/PHL.1000405000,1000405000,BUYME CAR PARTS,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.62108,121.00868
LFL/TMS/PHL.100117829,100117829,SCOUTPOINT MARKETING,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.67661,121.04285
LFL/TMS/PHL.GSK1200084632,GSK1200084632,SAVEMORE MARKET SAN ISIDRO RIZAL,"RODRIGUEZ, MONTALBAN",RIZAL,PH-RIZ,1860,PHL,LFRIZ01,PH-RIZ-1,NULL,Asia/Manila,14.74609,121.1382
LFL/TMS/PHL.MIRSO238,MIRSO238,MARKETING DEPARTMENT MIRSO238,TARLAC CITY,TARLAC,PH-TAR,2300,PHL,LFREG03,PH-TAR,TARLAC CITY,Asia/Manila,15.467,120.599
LFL/TMS/PHL.MIRSO239,MIRSO239,MARKETING DEPARTMENT MIRSO239,TARLAC CITY,TARLAC,PH-TAR,2300,PHL,LFREG03,PH-TAR,TARLAC CITY,Asia/Manila,15.431,120.599
LFL/TMS/PHL.MIRSO240,MIRSO240,MARKETING DEPARTMENT MIRSO240,IBA,ZAMBALES,PH-ZMB,2201,PHL,LFREG03,PH-ZMB,IBA,Asia/Manila,15.321,119.987
LFL/TMS/PHL.MIRSO241,MIRSO241,MARKETING DEPARTMENT MIRSO241,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.823,120.301
LFL/TMS/PHL.MIRSO242,MIRSO242,MARKETING DEPARTMENT MIRSO242,SANTA CRUZ,ZAMBALES,PH-ZMB,2213,PHL,LFREG03,PH-ZMB,SANTA CRUZ,Asia/Manila,15.76,119.912
LFL/TMS/PHL.MIRSO243,MIRSO243,MARKETING DEPARTMENT MIRSO243,SUBIC,ZAMBALES,PH-ZMB,2209,PHL,LFREG03,PH-ZMB,SUBIC,Asia/Manila,14.822,120.298
LFL/TMS/PHL.259,259,THE BABY HUB,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.66623,121.0867
LFL/TMS/PHL.1000515469,1000515469,PRORACK,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.65298,120.99031
LFL/TMS/PHL.100035340,100035340,DMC,MAKATI,NCR,PH-00,1200,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.54979,121.0133
LFL/TMS/PHL.1000108419,1000108419,POT DADDY PH,MALABON,NCR,PH-00,1470,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.66457,120.95604
LFL/TMS/PHL.100010382,100010382,EIFI ANN MARKETING,MANILA,NCR,PH-00,1000,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.60494,120.97188
LFL/TMS/PHL.1000403123,1000403123,KEEPPOWERMA,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.55636,121.05025
LFL/TMS/PHL.MIRS100,MIRS01,MARKETING DEPARTMENT MIRS100,CORDON,ISABELA,PH-ISA,3312,PHL,LFREG02,PH-ISA,CORDON,Asia/Manila,16.673,121.464
LFL/TMS/PHL.MIRS99,MIRS99,MARKETING DEPARTMENT MIRS99,CAUAYAN CITY,ISABELA,PH-ISA,3305,PHL,LFREG02,PH-ISA,CAUAYAN CITY,Asia/Manila,16.937,121.768
LFL/TMS/PHL.MIRS102,MIRS0102,MARKETING DEPARTMENT MIRS102,RAMON,ISABELA,PH-ISA,3319,PHL,LFREG02,PH-ISA,RAMON,Asia/Manila,16.759,121.541
LFL/TMS/PHL.MIRS101,MIRS0101,MARKETING DEPARTMENT MIRS101,ILAGAN,ISABELA,PH-ISA,3300,PHL,LFREG02,PH-ISA,ILAGAN,Asia/Manila,17.098,121.855
LFL/TMS/PHL.MIRS103,MIRS0103,MARKETING DEPARTMENT MIRS103,ROXAS,ISABELA,PH-ISA,3320,PHL,LFREG02,PH-ISA,ROXAS,Asia/Manila,17.12,121.616
LFL/TMS/PHL.MIRS104,MIRS0104,MARKETING DEPARTMENT MIRS104,SAN MATEO,ISABELA,PH-ISA,3318,PHL,LFREG02,PH-ISA,SAN MATEO,Asia/Manila,16.883,121.587
LFL/TMS/PHL.MIRS106,MIRS0106,MARKETING DEPARTMENT MIRS106,TUMAUINI,ISABELA,PH-ISA,3325,PHL,LFREG02,PH-ISA,TUMAUINI,Asia/Manila,17.276,121.81
LFL/TMS/PHL.MIRS105,MIRS0105,MARKETING DEPARTMENT MIRS105,SANTIAGO CITY,ISABELA,PH-ISA,3311,PHL,LFREG02,PH-ISA,SANTIAGO CITY,Asia/Manila,16.688,121.542
LFL/TMS/PHL.MIRS108,MIRS0108,MARKETING DEPARTMENT MIRS108,BAUANG,LA UNION,PH-LUN,2501,PHL,LFREG01,PH-LUN,BAUANG,Asia/Manila,16.527,120.335
LFL/TMS/PHL.MIRS107,MIRS0107,MARKETING DEPARTMENT MIRS107,ARINGAY,LA UNION,PH-LUN,2503,PHL,LFREG01,PH-LUN,ARINGAY,Asia/Manila,16.398,120.356
LFL/TMS/PHL.MIRS109,MIRS0109,MARKETING DEPARTMENT MIRS109,ROSARIO,LA UNION,PH-LUN,2506,PHL,LFREG01,PH-LUN,ROSARIO,Asia/Manila,16.224,120.468
LFL/TMS/PHL.MIRS110,MIRS0110,MARKETING DEPARTMENT MIRS110,SAN FERNANDO CITY,LA UNION,PH-LUN,2500,PHL,LFREG01,PH-LUN,SAN FERNANDO CITY,Asia/Manila,16.617,120.314
LFL/TMS/PHL.MIRS112,MIRS0112,MARKETING DEPARTMENT MIRS112,CABUYAO CITY,LAGUNA,PH-LAG,4025,PHL,LFREG4A,PH-LAG,CABUYAO CITY,Asia/Manila,14.236,121.158
LFL/TMS/PHL.MIRS111,MIRS0111,MARKETING DEPARTMENT MIRS111,BINAN CITY,LAGUNA,PH-LAG,4024,PHL,LFREG4A,PH-LAG,BINAN CITY,Asia/Manila,14.333,121.057
LFL/TMS/PHL.MIRS113,MIRS0113,MARKETING DEPARTMENT MIRS113,CABUYAO CITY,LAGUNA,PH-LAG,4025,PHL,LFREG4A,PH-LAG,CABUYAO CITY,Asia/Manila,14.228,121.138
LFL/TMS/PHL.MIRS114,MIRS0114,MARKETING DEPARTMENT MIRS114,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.212,121.117
LFL/TMS/PHL.MIRS115,MIRS0115,MARKETING DEPARTMENT MIRS115,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.208,121.093
LFL/TMS/PHL.1000056281,1000056281,KELLY 733,MANILA,NCR,PH-00,1000,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.60558,120.97325
LFL/TMS/PHL.GSK1200081952,GSK1200081952,PUREGOLD-VICTORIA,VICTORIA,LAGUNA,PH-LAG,4011,PHL,LFREG4A,PH-LAG,VICTORIA,Asia/Manila,14.22801,121.32892
LFL/TMS/PHL.21204,21204,ASCETS CORPORATION,VALENZUELA,NCR,PH-00,1441,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.71055,120.97745
LFL/TMS/PHL.1000368772,1000368772,RUDY BIKES HONESTY SHOP,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.69724,121.06472
LFL/TMS/PHL.1000352056,1000352056,TAN'DEM,MARIKINA,NCR,PH-00,1800,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.6611,121.10089
LFL/TMS/PHL.MIRSO88,MIRSO88,MARKETING DEPARTMENT MIRSO88,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.282,120.866
LFL/TMS/PHL.MIRSO89,MIRSO89,MARKETING DEPARTMENT MIRSO89,LAOAG,ILOCOS NORTE,PH-ILN,2900,PHL,LFREG01,PH-ILN,LAOAG,Asia/Manila,18.18,120.592
LFL/TMS/PHL.MIRSO90,MIRSO90,MARKETING DEPARTMENT MIRSO90,SAN NICOLAS,ILOCOS NORTE,PH-ILN,2901,PHL,LFREG01,PH-ILN,SAN NICOLAS,Asia/Manila,18.174,120.594
LFL/TMS/PHL.MIRSO91,MIRSO91,MARKETING DEPARTMENT MIRSO91,SANTA MARIA,ILOCOS SUR,PH-ILS,2705,PHL,LFREG01,PH-ILS,SANTA MARIA,Asia/Manila,17.373,120.482
LFL/TMS/PHL.MIRSO92,MIRSO92,MARKETING DEPARTMENT MIRSO92,VIGAN,ILOCOS SUR,PH-ILS,2700,PHL,LFREG01,PH-ILS,VIGAN,Asia/Manila,17.567,120.385
LFL/TMS/PHL.MIRSO93,MIRSO93,MARKETING DEPARTMENT MIRSO93,CANDON,ILOCOS SUR,PH-ILS,2710,PHL,LFREG01,PH-ILS,CANDON,Asia/Manila,17.184,120.445
LFL/TMS/PHL.MIRSO94,MIRSO94,MARKETING DEPARTMENT MIRSO94,VIGAN,ILOCOS SUR,PH-ILS,2700,PHL,LFREG01,PH-ILS,VIGAN,Asia/Manila,17.573,120.386
LFL/TMS/PHL.MIRSO95,MIRSO95,MARKETING DEPARTMENT MIRSO95,ALICIA,ISABELA,PH-ISA,3306,PHL,LFREG02,PH-ISA,ALICIA,Asia/Manila,16.776,121.7
LFL/TMS/PHL.8685,8685,MEISONS EQUIPMENTS,QUEZON CITY,NCR,PH-00,1100,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.6303,120.99172
LFL/TMS/PHL.MIRS116,MIRS0116,MARKETING DEPARTMENT MIRS116,CALAUAN,LAGUNA,PH-LAG,4012,PHL,LFREG4A,PH-LAG,CALAUAN,Asia/Manila,14.148,121.313
LFL/TMS/PHL.MIRS117,MIRS0117,MARKETING DEPARTMENT MIRS117,LOS BANOS,LAGUNA,PH-LAG,4030,PHL,LFREG4A,PH-LAG,LOS BANOS,Asia/Manila,14.177,121.242
LFL/TMS/PHL.MIRS118,MIRS0118,MARKETING DEPARTMENT MIRS118,PAGSANJAN,LAGUNA,PH-LAG,4008,PHL,LFREG4A,PH-LAG,PAGSANJAN,Asia/Manila,14.265,121.44
LFL/TMS/PHL.MIRS119,MIRS0119,MARKETING DEPARTMENT MIRS119,PILA,LAGUNA,PH-LAG,4010,PHL,LFREG4A,PH-LAG,PILA,Asia/Manila,14.235,121.363
LFL/TMS/PHL.MIRS120,MIRS0120,MARKETING DEPARTMENT MIRS120,SAN PABLO CITY,LAGUNA,PH-LAG,4000,PHL,LFREG4A,PH-LAG,SAN PABLO CITY,Asia/Manila,14.071,121.302
LFL/TMS/PHL.MIRS121,MIRS0121,MARKETING DEPARTMENT MIRS121,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO CITY,Asia/Manila,14.368,121.052
LFL/TMS/PHL.MIRS123,MIRS0123,MARKETING DEPARTMENT MIRS123,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.288,121.094
LFL/TMS/PHL.MIRS122,MIRS0122,MARKETING DEPARTMENT MIRS122,SANTA CRUZ,LAGUNA,PH-LAG,4009,PHL,LFREG4A,PH-LAG,SANTA CRUZ,Asia/Manila,14.256,121.392
LFL/TMS/PHL.MIRS124,MIRS0124,MARKETING DEPARTMENT MIRS124,MANILA,NCR,PH-00,1000,PHL,LFNCR01,PH-00-4,MANILA,Asia/Manila,14.57,120.989
LFL/TMS/PHL.MIRS125,MIRS0125,MARKETING DEPARTMENT MIRS125,BOAC,MARINDUQUE,PH-MAD,4900,PHL,LFREG4B,PH-MAD,BOAC,Asia/Manila,13.448,121.838
LFL/TMS/PHL.MIRS126,MIRS0126,MARKETING DEPARTMENT MIRS126,BOAC,MARINDUQUE,PH-MAD,4900,PHL,LFREG4B,PH-MAD,BOAC,Asia/Manila,13.382,121.822
LFL/TMS/PHL.MIRS127,MIRS0127,MARKETING DEPARTMENT MIRS127,AROROY,MASBATE,PH-MAS,5414,PHL,LFREG05,PH-MAS,AROROY,Asia/Manila,12.512,123.397
LFL/TMS/PHL.MIRS128,MIRS0128,MARKETING DEPARTMENT MIRS128,MASBATE CITY,MASBATE,PH-MAS,5400,PHL,LFREG05,PH-MAS,MASBATE CITY,Asia/Manila,12.344,123.646
LFL/TMS/PHL.1000332911,1000332911,ARKANGHELPAUL,MAKATI,NCR,PH-00,1200,PHL,LFNCR01,NULL,NULL,Asia/Manila,14.563,121.01258
LFL/TMS/PHL.MIRSO244,MIRSO244,MARKETING DEPARTMENT MIRSO244,MANDALUYONG,NCR,PH-00,1550,PHL,LFNCR01,PH-00,MANDALUYONG,Asia/Manila,14.57762,121.0448
LFL/TMS/PHL.MIRSO96,MIRSO96,MARKETING DEPARTMENT MIRSO96,AURORA,ISABELA,PH-ISA,3316,PHL,LFREG02,PH-ISA,AURORA,Asia/Manila,16.993,121.636
LFL/TMS/PHL.MIRSO97,MIRSO97,MARKETING DEPARTMENT MIRSO97,CABAGAN,ISABELA,PH-ISA,3328,PHL,LFREG02,PH-ISA,CABAGAN,Asia/Manila,17.427,121.774
LFL/TMS/PHL.MIRSO98,MIRSO98,MARKETING DEPARTMENT MIRSO98,CAUAYAN CITY,ISABELA,PH-ISA,3305,PHL,LFREG02,PH-ISA,CAUAYAN CITY,Asia/Manila,16.919,121.762
LFL/TMS/PHL.MIRSO99,MIRSO99,MARKETING DEPARTMENT MIRSO99,CAUAYAN CITY,ISABELA,PH-ISA,3305,PHL,LFREG02,PH-ISA,CAUAYAN CITY,Asia/Manila,16.937,121.768
LFL/TMS/PHL.MIRSO101,MIRSO101,MARKETING DEPARTMENT MIRSO101,ILAGAN,ISABELA,PH-ISA,3300,PHL,LFREG02,PH-ISA,ILAGAN,Asia/Manila,17.098,121.855
LFL/TMS/PHL.MIRSO100,MIRSO100,MARKETING DEPARTMENT MIRSO100,CORDON,ISABELA,PH-ISA,3312,PHL,LFREG02,PH-ISA,CORDON,Asia/Manila,16.673,121.464
LFL/TMS/PHL.MIRSO104,MIRSO104,MARKETING DEPARTMENT MIRSO104,SAN MATEO,ISABELA,PH-ISA,3318,PHL,LFREG02,PH-ISA,SAN MATEO,Asia/Manila,16.883,121.587
LFL/TMS/PHL.MIRSO102,MIRSO102,MARKETING DEPARTMENT MIRSO102,RAMON,ISABELA,PH-ISA,3319,PHL,LFREG02,PH-ISA,RAMON,Asia/Manila,16.759,121.541
LFL/TMS/PHL.MIRSO103,MIRSO103,MARKETING DEPARTMENT MIRSO103,ROXAS,ISABELA,PH-ISA,3320,PHL,LFREG02,PH-ISA,ROXAS,Asia/Manila,17.12,121.616
LFL/TMS/PHL.MIRSO105,MIRSO105,MARKETING DEPARTMENT MIRSO105,SANTIAGO CITY,ISABELA,PH-ISA,3311,PHL,LFREG02,PH-ISA,SANTIAGO CITY,Asia/Manila,16.688,121.542
LFL/TMS/PHL.MIRSO106,MIRSO106,MARKETING DEPARTMENT MIRSO106,TUMAUINI,ISABELA,PH-ISA,3325,PHL,LFREG02,PH-ISA,TUMAUINI,Asia/Manila,17.276,121.81
LFL/TMS/PHL.MIRSO107,MIRSO107,MARKETING DEPARTMENT MIRSO107,ARINGAY,LA UNION,PH-LUN,2503,PHL,LFREG01,PH-LUN,ARINGAY,Asia/Manila,16.398,120.356
