LOCATION_GID,LOCATION_XID,LOCATION_NAME,CITY,PROVINCE,PROVINCE_CODE,POSTAL_CODE,COUNTRY_CODE3_GID,ZONE1,ZONE2,ZONE3,TIME_ZONE_GID,LAT,LON
LFL/TMS/PHL.GSK1200044162,GSK1200044162,SNACK EXCHANGE MAINSTREMBUSINCBGUIO,BAGUIO,BENGUET,PH-BEN,2600,PHL,LFREG01,PH-BEN,BAGUIO,Asia/Manila,16.40904,120.59947
LFL/TMS/PHL.GSK1200043999,GSK1200043999,ROBINSONS SMKT BALANGA BATAAN,BALANGA,BATAAN,PH-BAN,2100,PHL,LFREG03,PH-BAN,BALANGA,Asia/Manila,14.67893,120.54138
LFL/TMS/PHL.GSK1200044127,GSK1200044127,PUREGOLD PRICE CLUB BALANGA,BALANGA,BATAAN,PH-BAN,2100,PHL,LFREG03,PH-BAN,BALANGA,Asia/Manila,14.67857,120.54011
LFL/TMS/PHL.GSK1200060692,GSK1200060692,FIRST LANE NE SUKLAYIN BALER,BALER,AURORA,PH-AUR,3200,PHL,LFREG03,PH-AUR,BALER,Asia/Manila,15.75639,121.54728
LFL/TMS/PHL.GSK1200061767,GSK1200061767,SANFORD MKTG CORP BAMBANG,BAMBANG,NUEVA VIZCAYA,PH-NUV,3702,PHL,LFREG02,PH-NUV,BAMBANG,Asia/Manila,16.40322,121.11177
LFL/TMS/PHL.GSK1200044283,GSK1200044283,Puregold Quirino Highway,CALOOCAN NORTH,NCR,PH-00,1420,PHL,LFNCR01,PH-00-6,CALOOCAN NORTH,Asia/Manila,14.72452,121.04171
LFL/TMS/PHL.GSK1200061797,GSK1200061797,SANFORD MKTG CORP BAMBANG,BAMBANG,NUEVA VIZCAYA,PH-NUV,3702,PHL,LFREG02,PH-NUV,BAMBANG,Asia/Manila,16.38834,121.1072
LFL/TMS/PHL.GSK1200060017,GSK1200060017,Puregold Deparo Caloocan,CALOOCAN NORTH,NCR,PH-00,1420,PHL,LFNCR01,PH-00-6,CALOOCAN NORTH,Asia/Manila,14.74115,121.02358
LFL/TMS/PHL.GSK1200059437,GSK1200059437,Puregold Bagong Silang Caloocan,CALOOCAN NORTH,NCR,PH-00,1420,PHL,LFNCR01,PH-00-6,CALOOCAN NORTH,Asia/Manila,14.78073,121.03334
LFL/TMS/PHL.GSK1200059821,GSK1200059821,Supervalue SM CENTER SANGANDAAN,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,PH-00-5,CALOOCAN SOUTH,Asia/Manila,14.65824,120.97174
LFL/TMS/PHL.GSK1200044257,GSK1200044257,Sanford Marketing Corp Candon,CANDON,ILOCOS SUR,PH-ILS,2710,PHL,LFREG01,PH-ILS,CANDON,Asia/Manila,17.19333,120.44793
LFL/TMS/PHL.GSK1200043884,GSK1200043884,SOUTH STAR DRUG INC CAM SUR,CAMALIGAN,CAMARINES SUR,PH-CAS,4401,PHL,LFREG05,PH-CAS,CAMALIGAN,Asia/Manila,13.63113,123.49698
LFL/TMS/PHL.GSK1200061676,GSK1200061676,Puregold Maypajo Caloocan,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,PH-00-5,CALOOCAN SOUTH,Asia/Manila,14.63769,120.97481
LFL/TMS/PHL.GSK1100290470,GSK1100290470,KING JAN ENTERPRISES,CAUAYAN CITY,ISABELA,PH-ISA,3305,PHL,LFREG02,PH-ISA,CAUAYAN CITY,Asia/Manila,16.93725,121.76679
LFL/TMS/PHL.GSK1200044259,GSK1200044259,SUPERVALUE INC CAUAYAN CITY,CAUAYAN CITY,ISABELA,PH-ISA,3305,PHL,LFREG02,PH-ISA,CAUAYAN CITY,Asia/Manila,16.93706,121.76761
LFL/TMS/PHL.GSK1100290472,GSK1100290472,Euro Med Laboratories Phils Inc,SILANG,CAVITE,PH-CAV,4118,PHL,LFREG4A,PH-CAV,SILANG,Asia/Manila,14.18394,120.96396
LFL/TMS/PHL.GSK1200043662,GSK1200043662,SUPERVALUE INC BACOOR,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.44525,120.9505
LFL/TMS/PHL.GSK1100290530,GSK1100290530,ALFAMART TRADING PHILIPPINES INC,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.40742,120.90332
LFL/TMS/PHL.GSK1200043607,GSK1200043607,SUPER SHOPPING MARKET MOLINO,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.384,120.97768
LFL/TMS/PHL.GSK1200044281,GSK1200044281,PUREGOLD MARCOS ALVAREZ,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.413,120.99064
LFL/TMS/PHL.GSK1200044248,GSK1200044248,Puregold Price Club Rosario,ROSARIO,CAVITE,PH-CAV,4106,PHL,LFREG4A,LFREG07,ROSARIO,Asia/Manila,14.40566,120.85955
LFL/TMS/PHL.GSK1200044282,GSK1200044282,Puregold Molino Road,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.41097,120.97557
LFL/TMS/PHL.GSK1200044009,GSK1200044009,Waltermart Supermarket Inc Calamba,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.20278,121.15328
LFL/TMS/PHL.GSK1200044014,GSK1200044014,Waltermart Supermarket Inc Makiling,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.16038,121.13856
LFL/TMS/PHL.GSK1200044035,GSK1200044035,SANFORD MKTG CORP SMC LAGUNA PARIAN,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.21365,121.15066
LFL/TMS/PHL.GSK1200044114,GSK1200044114,PUREGOLD PRICE CLUB CALAMBA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.1948,121.16524
LFL/TMS/PHL.GSK1200046884,GSK1200046884,SANFORD BANLIC LAGUNA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.2276,121.13795
LFL/TMS/PHL.GSK1200061752,GSK1200061752,ROSE PHARMACY INC CALAMBA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.20696,121.15809
LFL/TMS/PHL.GSK1200044170,GSK1200044170,SNACK EXCHANGE MARKETSTRATEGICCLMBA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.20364,121.15495
LFL/TMS/PHL.GSK1200043698,GSK1200043698,PUREGOLD PRICE CLUB CANLUBANG,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.22935,121.13835
LFL/TMS/PHL.GSK1200044021,GSK1200044021,ROBINSONS SMKT CALASIAO PANGASINA,CALASIAO,PANGASINAN,PH-PAN,2418,PHL,LFREG01,PH-PAN,CALASIAO,Asia/Manila,16.02212,120.35885
LFL/TMS/PHL.GSK1200044094,GSK1200044094,Puregold Price Club OrientalMindoro,CALAPAN,ORIENTAL MINDORO,PH-MDR,5200,PHL,LFREG4B,PH-MDR,CALAPAN,Asia/Manila,12.58769,121.51824
LFL/TMS/PHL.GSK1200043600,GSK1200043600,King Alton Ent Inc Mindoro,CALAPAN,ORIENTAL MINDORO,PH-MDR,5200,PHL,LFREG4B,PH-MDR,CALAPAN,Asia/Manila,13.40271,121.172
LFL/TMS/PHL.GSK1200043664,GSK1200043664,Supervalue Inc Dasmarinas,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.30115,120.95739
LFL/TMS/PHL.GSK1200045406,GSK1200045406,SANFORD MKTG CORP SALAWAG,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.34068,120.98431
LFL/TMS/PHL.GSK1200046880,GSK1200046880,Waltermart Tagaytay,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.11324,120.95921
LFL/TMS/PHL.GSK1200049566,GSK1200049566,SANFORD ANABU,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.39674,120.93952
LFL/TMS/PHL.GSK1200060795,GSK1200060795,Sanford Mktg. Corp. Portal GMA,GENERAL MARIANO ALVAREZ,CAVITE,PH-CAV,4117,PHL,LFREG4A,PH-CAV,GENERAL MARIANO ALVAREZ,Asia/Manila,14.29464,121.00652
LFL/TMS/PHL.GSK1200061255,GSK1200061255,PUREGOLD MANGGAHAN,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.29169,120.91044
LFL/TMS/PHL.GSK1200061677,GSK1200061677,PUREGOLD TERMINAL MALL IMU,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.42203,120.93893
LFL/TMS/PHL.GSK1200044174,GSK1200044174,SNACK EXCHANGE MAINSTREAMBUS BACOOR,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.44469,120.9507
LFL/TMS/PHL.GSK1200044178,GSK1200044178,SNACK EXCHANGE MANILASOUTHRNROSARIO,ROSARIO,CAVITE,PH-CAV,4106,PHL,LFREG4A,LFREG07,ROSARIO,Asia/Manila,14.40913,120.85719
LFL/TMS/PHL.GSK1200044168,GSK1200044168,SNACK EXCHANGE MERCNTILESTORE DASMA,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.30141,120.95675
LFL/TMS/PHL.GSK1200044857,GSK1200044857,PUREGOLD PRICE CLUB JR T MARTIRES,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.28229,120.88965
LFL/TMS/PHL.GSK1200044893,GSK1200044893,KAREILA MANAGEMENT CORP. IMUS,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.39061,120.93876
LFL/TMS/PHL.GSK1200043710,GSK1200043710,PUREGOLD PRICE CLUB IMUS,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.38815,120.9397
LFL/TMS/PHL.GSK1200043726,GSK1200043726,Puregold Price Club Inc Gma Cavite,GENERAL MARIANO ALVAREZ,CAVITE,PH-CAV,4117,PHL,LFREG4A,PH-CAV,GENERAL MARIANO ALVAREZ,Asia/Manila,14.28301,121.00061
LFL/TMS/PHL.GSK1200043681,GSK1200043681,Supervalue Inc Rosario,ROSARIO,CAVITE,PH-CAV,4106,PHL,LFREG4A,LFREG07,ROSARIO,Asia/Manila,14.40899,120.858
LFL/TMS/PHL.GSK1200062240,GSK1200062240,SVI TRECE MARTIRES,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.2821,120.86617
LFL/TMS/PHL.GSK1400045406,GSK1400045406,SANFORD MKTG CORP SALAWAG,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.34068,120.98431
LFL/TMS/PHL.GSK1100290484,GSK1100290484,PADSA ENTERPRISES,CITY OF SAN FERNANDO,PAMPANGA,PH-PAM,2000,PHL,LFREG03,PH-PAM,CITY OF SAN FERNANDO,Asia/Manila,15.05928,120.65407
LFL/TMS/PHL.GSK1200043602,GSK1200043602,PADSA ENTERPRISES WAREHOUSE B,CITY OF SAN FERNANDO,PAMPANGA,PH-PAM,2000,PHL,LFREG03,PH-PAM,CITY OF SAN FERNANDO,Asia/Manila,15.05928,120.65407
LFL/TMS/PHL.GSK1200060402,GSK1200060402,SANFORD CABUYAO,CABUYAO CITY,LAGUNA,PH-LAG,4025,PHL,LFREG4A,PH-LAG,CABUYAO CITY,Asia/Manila,14.2276,121.13795
LFL/TMS/PHL.GSK1200043729,GSK1200043729,Puregold Price Club Inc Cainta,CAINTA,RIZAL,PH-RIZ,1900,PHL,LFRIZ01,PH-RIZ-2,CAINTA,Asia/Manila,14.62021,121.10142
LFL/TMS/PHL.GSK1200043870,GSK1200043870,WALTERMART VENTURES INC    CALAMBA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.19818,121.14784
LFL/TMS/PHL.GSK1200043890,GSK1200043890,SUPERVALUE INC CALAMBA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.20415,121.15524
LFL/TMS/PHL.GSK1200043918,GSK1200043918,PUREGOLD PRICE CLUB CALAMBA,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.1948,121.16524
LFL/TMS/PHL.GSK1200043959,GSK1200043959,SANFORD MKTG CORP CALAMBA HALANG,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.19581,121.16316
LFL/TMS/PHL.GSK1200043960,GSK1200043960,WALTERMART VENTURES INC    MAKILING,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.16038,121.13856
LFL/TMS/PHL.GSK1200044004,GSK1200044004,PUREGOLD PRICE CLUB PARIAN,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.21684,121.14392
LFL/TMS/PHL.GSK1200043603,GSK1200043603,PADSA ENTERPRISES WAREHOUSE C,CITY OF SAN FERNANDO,PAMPANGA,PH-PAM,2000,PHL,LFREG03,PH-PAM,CITY OF SAN FERNANDO,Asia/Manila,15.07848,120.64295
LFL/TMS/PHL.GSK1200044206,GSK1200044206,PUREGOLD PRICE CLUB LA UNION,SAN FERNANDO CITY,LA UNION,PH-LUN,2500,PHL,LFREG01,PH-LUN,SAN FERNANDO CITY,Asia/Manila,16.62677,120.31931
LFL/TMS/PHL.GSK1200044202,GSK1200044202,PUREGOLD PRICE CLUB ANDALUCIA,CITY OF SAN FERNANDO,PAMPANGA,PH-PAM,2000,PHL,LFREG03,PH-PAM,CITY OF SAN FERNANDO,Asia/Manila,15.0492,120.6637
LFL/TMS/PHL.GSK1200044855,GSK1200044855,SANFORD MARKETING CORP? LA UNION,SAN FERNANDO CITY,LA UNION,PH-LUN,2500,PHL,LFREG01,PH-LUN,SAN FERNANDO CITY,Asia/Manila,16.61705,120.31446
LFL/TMS/PHL.GSK1200045425,GSK1200045425,COMPANYSANFORD MKTG CORP LA UNION,SAN FERNANDO CITY,LA UNION,PH-LUN,2500,PHL,LFREG01,PH-LUN,SAN FERNANDO CITY,Asia/Manila,16.61717,120.31401
LFL/TMS/PHL.GSK1400045425,GSK1400045425,SANFORD MKTG CORP LA UNION,SAN FERNANDO CITY,LA UNION,PH-LUN,2500,PHL,LFREG01,PH-LUN,SAN FERNANDO CITY,Asia/Manila,16.61705,120.31446
LFL/TMS/PHL.GSK1200044255,GSK1200044255,Super Shopping Market Daet,DAET,CAMARINES NORTE,PH-CAN,4600,PHL,LFREG05,PH-CAN,DAET,Asia/Manila,14.11699,122.95283
LFL/TMS/PHL.GSK1200043596,GSK1200043596,Granville SC Mgt Pangasinan,DAGUPAN,PANGASINAN,PH-PAN,2400,PHL,LFREG01,PH-PAN,DAGUPAN,Asia/Manila,16.04324,120.3572
LFL/TMS/PHL.GSK1200044147,GSK1200044147,Puregold Price Club Bonuan Dagupan,DAGUPAN,PANGASINAN,PH-PAN,2400,PHL,LFREG01,PH-PAN,DAGUPAN,Asia/Manila,16.0387,120.34552
LFL/TMS/PHL.GSK1200047978,GSK1200047978,Granville SC Mgt Ilocos,BANTAY,ILOCOS SUR,PH-ILS,2727,PHL,LFREG01,PH-ILS,BANTAY,Asia/Manila,17.58382,120.38772
LFL/TMS/PHL.GSK1200043907,GSK1200043907,Super Shopping Market BatangasCity,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.75638,121.06873
LFL/TMS/PHL.GSK1200043663,GSK1200043663,Supervalue Inc Batangas City,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.7557,121.06983
LFL/TMS/PHL.GSK1100290478,GSK1100290478,King Alton Enterprise Inc,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.75746,121.05812
LFL/TMS/PHL.GSK1200043969,GSK1200043969,PuregoldPriceClub San Juan Batangas,SAN JUAN,BATANGAS,PH-BTG,4226,PHL,LFREG4A,PH-BTG,SAN JUAN,Asia/Manila,13.8256,121.3947
LFL/TMS/PHL.GSK1200044030,GSK1200044030,ROBINSONS SMKT NUCITI BATANGAS,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.75969,121.05715
LFL/TMS/PHL.GSK1200044036,GSK1200044036,PuregoldPriceClub Calicanto Batngas,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.7644,121.05659
LFL/TMS/PHL.GSK1200044267,GSK1200044267,PUREGOLD PRICE CLUB INC LIPA,LIPA,BATANGAS,PH-BTG,4217,PHL,LFREG4A,PH-BTG,LIPA,Asia/Manila,13.94424,121.16684
LFL/TMS/PHL.GSK1200044293,GSK1200044293,Super Shopping Market-Batangas 2,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.75475,121.06884
LFL/TMS/PHL.GSK1200048648,GSK1200048648,Sanford Nasugbu Batangas,NASUGBU,BATANGAS,PH-BTG,4231,PHL,LFREG4A,PH-BTG,NASUGBU,Asia/Manila,14.07229,120.63255
LFL/TMS/PHL.GSK1200044278,GSK1200044278,SNACK EXCHANGE  BATANGAS,BATANGAS CITY,BATANGAS,PH-BTG,4200,PHL,LFREG4A,PH-BTG,BATANGAS CITY,Asia/Manila,13.7557,121.06983
LFL/TMS/PHL.GSK1200044239,GSK1200044239,Puregold Price Club Bayambang,BAYAMBANG,PANGASINAN,PH-PAN,2423,PHL,LFREG01,PH-PAN,BAYAMBANG,Asia/Manila,15.80977,120.45747
LFL/TMS/PHL.GSK1200043930,GSK1200043930,SANFORD MARKETING CORP  BAYAMBANG,BAYAMBANG,PANGASINAN,PH-PAN,2423,PHL,LFREG01,PH-PAN,BAYAMBANG,Asia/Manila,15.8097,120.4577
LFL/TMS/PHL.GSK1200044300,GSK1200044300,SANFORD MC BAYOMBONG,BAYOMBONG,NUEVA VIZCAYA,PH-NUV,3700,PHL,LFREG02,PH-NUV,BAYOMBONG,Asia/Manila,16.48278,121.15015
LFL/TMS/PHL.GSK1100290533,GSK1100290533,ROYAL AMALGAMATED PRODUCT INC.,BINAN CITY,LAGUNA,PH-LAG,4024,PHL,LFREG4A,PH-LAG,BINAN CITY,Asia/Manila,14.34295,121.06887
LFL/TMS/PHL.GSK1200047175,GSK1200047175,SANFORD BINALONAN,BINALONAN,PANGASINAN,PH-PAN,2436,PHL,LFREG01,PH-PAN,BINALONAN,Asia/Manila,16.04621,120.59295
LFL/TMS/PHL.GSK1200043705,GSK1200043705,Puregold Price Club Inc Laguna,BINAN CITY,LAGUNA,PH-LAG,4024,PHL,LFREG4A,PH-LAG,BINAN CITY,Asia/Manila,14.36801,121.05021
LFL/TMS/PHL.GSK1200043950,GSK1200043950,SANFORD MARKETING CORP MARKET BINAN,BINAN CITY,LAGUNA,PH-LAG,4024,PHL,LFREG4A,PH-LAG,BINAN CITY,Asia/Manila,14.33262,121.08232
LFL/TMS/PHL.GSK1200044104,GSK1200044104,PUREGOLD PRICE CLUB BINAN,BINAN CITY,LAGUNA,PH-LAG,4024,PHL,LFREG4A,PH-LAG,BINAN CITY,Asia/Manila,14.32658,121.08749
LFL/TMS/PHL.GSK1200044265,GSK1200044265,PUREGOLD  PRICE CLUB  INC  HALANG,CALAMBA CITY,LAGUNA,PH-LAG,4027,PHL,LFREG4A,PH-LAG,CALAMBA CITY,Asia/Manila,14.19481,121.16522
LFL/TMS/PHL.GSK1200043605,GSK1200043605,SUPER SHOPPING MARKET MARILAO,MARILAO,BULACAN,PH-BUL,3019,PHL,LFREG03,PH-BUL,MARILAO,Asia/Manila,14.75459,120.9563
LFL/TMS/PHL.GSK1200043615,GSK1200043615,SUPER SHOPPING MARKET BALIWAG,BALIUAG,BULACAN,PH-BUL,3006,PHL,LFREG03,PH-BUL,BALIUAG,Asia/Manila,14.96063,120.88982
LFL/TMS/PHL.GSK1200043658,GSK1200043658,SANFORD MARKETING CORP BALIUAG 1,BALIUAG,BULACAN,PH-BUL,3006,PHL,LFREG03,PH-BUL,BALIUAG,Asia/Manila,14.95448,120.90029
LFL/TMS/PHL.GSK1200043704,GSK1200043704,PUREGOLD PRICE CLUB BALIWAG,BALIUAG,BULACAN,PH-BUL,3006,PHL,LFREG03,PH-BUL,BALIUAG,Asia/Manila,14.96231,120.897
LFL/TMS/PHL.GSK1200043715,GSK1200043715,PUREGOLD PRICE CLUB MEYCAUAYAN,MEYCAUAYAN,BULACAN,PH-BUL,3020,PHL,LFREG03,PH-BUL,MEYCAUAYAN,Asia/Manila,14.7263,120.96019
LFL/TMS/PHL.GSK1200043861,GSK1200043861,WALTERMART SMKT INC PLARIDEL,PLARIDEL,BULACAN,PH-BUL,3004,PHL,LFREG03,PH-BUL,PLARIDEL,Asia/Manila,14.88158,120.8664
LFL/TMS/PHL.GSK1200043719,GSK1200043719,PUREGOLD PRICE CLUB GUIGUINTO,GUIGUINTO,BULACAN,PH-BUL,3015,PHL,LFREG03,PH-BUL,GUIGUINTO,Asia/Manila,14.82837,120.88463
LFL/TMS/PHL.GSK1200043863,GSK1200043863,WALTERMART SMKT INC STA MARIA,SANTA MARIA,BULACAN,PH-BUL,3022,PHL,LFREG03,PH-BUL,SANTA MARIA,Asia/Manila,14.82222,120.9546
LFL/TMS/PHL.GSK1200043917,GSK1200043917,PUREGOLD PRICE CLUB DEL MONTE,SAN JOSE DEL MONTE,BULACAN,PH-BUL,3023,PHL,LFREG03,PH-BUL,SAN JOSE DEL MONTE,Asia/Manila,14.63764,120.99663
LFL/TMS/PHL.GSK1200043919,GSK1200043919,PUREGOLD PRICE CLUB STA MARIA,SANTA MARIA,BULACAN,PH-BUL,3022,PHL,LFREG03,PH-BUL,SANTA MARIA,Asia/Manila,14.81281,120.94977
LFL/TMS/PHL.GSK1200043937,GSK1200043937,SANFORD MARKETING CORP MALHACAN,MEYCAUAYAN,BULACAN,PH-BUL,3020,PHL,LFREG03,PH-BUL,MEYCAUAYAN,Asia/Manila,14.74392,120.97062
LFL/TMS/PHL.GSK1200043951,GSK1200043951,SANFORD MKTG CORP STA MARIA BULACAN,SANTA MARIA,BULACAN,PH-BUL,3022,PHL,LFREG03,PH-BUL,SANTA MARIA,Asia/Manila,14.79365,120.87918
LFL/TMS/PHL.GSK1200060303,GSK1200060303,SANFORD ALAMINOS,ALAMINOS CITY,PANGASINAN,PH-PAN,2404,PHL,LFREG01,PH-PAN,ALAMINOS CITY,Asia/Manila,16.15547,119.98045
LFL/TMS/PHL.GSK1100290493,GSK1100290493,PUREGOLD DUTY FREE INC,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.1941,120.5299
LFL/TMS/PHL.GSK1200043609,GSK1200043609,SUPER SHOPPING MARKET CLARK,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.16883,120.58009
LFL/TMS/PHL.GSK1200043700,GSK1200043700,PUREGOLD PRICE CLUB BALIBAGO,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.1606,120.59136
LFL/TMS/PHL.GSK1200043738,GSK1200043738,PUREGOLD PRICE CLUB INC ANGELES,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.13895,120.58809
LFL/TMS/PHL.GSK1200043914,GSK1200043914,SANFORD MARKETING CORP  ANGELES,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.13543,120.6014
LFL/TMS/PHL.GSK1200043962,GSK1200043962,SANFORD MKTG CORP BALIBAGO ANGELES,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.16232,120.5909
LFL/TMS/PHL.GSK1200044197,GSK1200044197,SNACK EXCHANGE MRCNTILESTORESCLARK,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.16883,120.58009
LFL/TMS/PHL.GSK1200044858,GSK1200044858,PUREGOLD PRICE CLUB DON J ANGELES20127709,ANGELES CITY,PAMPANGA,PH-PAM,2009,PHL,LFREG03,PH-PAM,ANGELES CITY,Asia/Manila,15.16317,120.55559
LFL/TMS/PHL.GSK1200043832,GSK1200043832,RUSTANS SUPERCNTRSHOPWISE ANTIPOLO,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.58135,121.19152
LFL/TMS/PHL.GSK1200043932,GSK1200043932,Supervalue Inc Masinag Antipolo,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.62539,121.12113
LFL/TMS/PHL.GSK1200043948,GSK1200043948,Puregold Price Club Antipolo,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.58751,121.17289
LFL/TMS/PHL.GSK1200044131,GSK1200044131,Puregold Price Club Antipolo Parco,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.58662,121.17295
LFL/TMS/PHL.GSK1200044110,GSK1200044110,Super Shopping Market SSM Antipolo,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.57576,121.17698
LFL/TMS/PHL.GSK1200043859,GSK1200043859,PUREGOLD PRICE CLUB INC BACOOR,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.46246,120.9613
